FieldName,DataType
DELIV_DATE_PO,DATS
ADT20,DATS
DT_REGISTRO,DATS
DERF_RC,DATS
RATIFICATIONDATE,DATS
EXP_MAT_DATE,DATS
VEINDAT,DATS
END11,DATS
DRESTAUR,DATS
DATENAISS,DATS
RR_DATE,DATS
ENDGD,DATS
GVALT,DATS
ETEND,DATS
DRSALDO_NEW,DATS
BANK_DEL_D,DATS
P2182,DATS
BSEDT,DATS
DOUBLE_BEGDA,DATS
EIN50,DATS
RELATION_VALID_FROM,DATS
N3BG_BIS4,DATS
DUE_DATE3,DATS
DATE_OF_CREATION,DATS
SAFBG1,DATS
CXVALD3,DATS
PVSDT,DATS
DATE_CHANGED,DATS
SELBPVALIDFROM,DATS
BLINEDATETO,DATS
PS_STRTTRM,DATS
SADT2,DATS
PREND03,DATS
CYDAT,DATS
SOLPERIODDATE,DATS
DATEOFBIRTH,DATS
FIXFITTISVALIDFROM,DATS
DATEFROM,DATS
EAMS_LAST_MAN_CALL_DATE,DATS
OIRCCONTO,DATS
MR_ENDDA,DATS
AGR_FDATE,DATS
BMTB1,DATS
N3BG_GBDAT,DATS
BEGPS,DATS
ACCOUNTBALANCEDATE,DATS
NTALLOWEDPAR,DATS
N3DV2VIN09,DATS
VBDATP,DATS
PO_HIST_ACCESS_DATE,DATS
RO_VALIDFROM,DATS
TOBJDATE,DATS
T3_LIC3_VALTO,DATS
LAST_FULL_XDATE,DATS
TNDR_EXPD,DATS
PASSBIRTH,DATS
ANL_DATE,DATS
EXPIRY_DATE,DATS
PROCESSDATE,DATS
ENT_BIRTHDATE,DATS
NODE_LE_D,DATS
DZTERM_SP,DATS
LDFRDATE,DATS
OV_DATE,DATS
SALABLE_FROM,DATS
POSVALIDFROM,DATS
ACST_BALDATE_OLD,DATS
SDGUELBIS,DATS
TDATE,DATS
CFPOSTINGFROMCN,DATS
T5UTV_BEGDA,DATS
STDATA,DATS
BOOK57,DATS
CCADT,DATS
BERECHNUNGSDATUM,DATS
ICL_ISSUEDATE_INV,DATS
BEGDA_66_67_2,DATS
DDT17,DATS
BELEAB,DATS
BEGDA_MAP,DATS
RELEASE_DATE_KO,DATS
SPDAC,DATS
LAST_PUR_DATE,DATS
HDATE,DATS
PSDATE,DATS
FCH_REF,DATS
DBIRTH,DATS
EXAMINATION_DATE,DATS
ISMPUBLDATE_FROM,DATS
UAV_PRCKEYDAT,DATS
LFDATP,DATS
KEYDATE_CC,DATS
BEGDA_05,DATS
ABSENCE_TO_11,DATS
PLN_RELEASE_OLD,DATS
ADATVON,DATS
XD_F24_N002,DATS
AIR_CREATION_DATE,DATS
ELM_KEY_FPBEGRE,DATS
TO_DATS_0,DATS
VALID_TO_DT,DATS
ITENDDA,DATS
KRS2_BEGDA,DATS
SALES_DAY_FROM,DATS
BEGIN_DATE,DATS
D5_LIC3_VALFROM,DATS
TESTDATUM,DATS
EV_BEGDA,DATS
EINDT,DATS
DATE_META,DATS
A_NHEDB,DATS
PAEND11,DATS
OENDDA_YRMIN2,DATS
ABFVON,DATS
MIGENDATE,DATS
RPYMD_2,DATS
WIEDA,DATS
AEDAT_I,DATS
MHDAT_OLD,DATS
DATANCGRADE,DATS
SDMPP,DATS
IV_DATBI,DATS
USR09X,DATS
CONDVALIDTO_CN03,DATS
ENDDA_EO,DATS
PSDSP,DATS
CPPOSTDATE,DATS
DGR07,DATS
DATAD,DATS
SADAT,DATS
END58,DATS
VALIDITYEND,DATS
KTABG,DATS
DUE_FROM,DATS
DGENLZB_I1,DATS
CLM_START_DATE,DATS
NEXT_EFF_FROM_DT,DATS
FRTAG06,DATS
VALIDTOACT,DATS
REP_VAL_DATE,DATS
DEACTDATE,DATS
CDT09,DATS
BUDGET_LOW,DATS
DEXBT,DATS
NAME_EFF_DATE,DATS
TERM_END_DATE,DATS
TERMINAT_WHEN,DATS
N3BG_EBEH,DATS
N0_DATVON,DATS
I_VALIDFROM,DATS
BASE_HIGH,DATS
DATE_DUENEW,DATS
GWLDTK,DATS
ENDDA_GROUP,DATS
SEL_MIN_DATE,DATS
SUGBEGDA,DATS
DATE12,DATS
GR_DAY,DATS
LTRMP,DATS
CONTRACT_CREATED_ON,DATS
OIFUTDT,DATS
DEDU_ENDDA4,DATS
DBLV,DATS
DIP_DATE,DATS
UPD_DATES,DATS
SUBMISSION_DATE,DATS
POSTING_DATE_HD,DATS
DBERECHNUNG,DATS
LAST_CHANGED_ON,DATS
LERFDATE,DATS
LAUFD_LOW,DATS
DPTBG,DATS
BDTER_I,DATS
KEYDATECOP,DATS
DATE_ARR_GMT,DATS
NOTIFY_DATE,DATS
OENDDA,DATS
AOUDF3,DATS
MDC_ENDDA,DATS
AUGDT_MIN,DATS
STODT,DATS
SALESDOCUMENTDATE,DATS
PSD05,DATS
MODIFIED_DATE,DATS
IOA_ZFBDT,DATS
PABEG06,DATS
BIS_R,DATS
DUE_DATETO,DATS
DKONS,DATS
DEL_DATE_FR,DATS
PCEND,DATS
BEGDA_OLD,DATS
DATENAISS_AD,DATS
PDEND,DATS
VALDT_H,DATS
SPAED,DATS
ZINBG15,DATS
ORFTRMS,DATS
BEGDA_B,DATS
INVOICE_DATE,DATS
BEGDA_0007,DATS
STARTD4,DATS
65_ANIVERSARY,DATS
INIT_DATE_TO,DATS
DATE_DOC_O,DATS
TARGETMRDATE,DATS
LAST_DATE_OLAP_CHUNK_MODE,DATS
APD10,DATS
TRBEG,DATS
UTD53,DATS
FC_GOODS_RECEIPT_DATE,DATS
APPR_REQ_RCVD_ON,DATS
DATANCECHELON,DATS
BEGCY,DATS
DAT_STATE,DATS
D_ZJIST,DATS
VDBEG,DATS
J_1AIDATEP_KG,DATS
TESTSP,DATS
PAEND01,DATS
SO_ABDAT_LOW,DATS
EDAT,DATS
FIRST_NEW_ZL_WT,DATS
BZEND,DATS
EK_DATE_CHANGED,DATS
CHECKBEG,DATS
SLSTDAT,DATS
ATZRE,DATS
RELA_ENDDA_CORR,DATS
BEGDA_0105,DATS
DATUM_HI,DATS
SELECTION_START_DATE,DATS
EBEGD,DATS
ANN18,DATS
OUTDT,DATS
DM2DT,DATS
SERVICE_END,DATS
SENT_DATE,DATS
DELETEDATE,DATS
F180BUDT,DATS
SCHCHGDAT,DATS
LATEST_RP_DATE,DATS
DCOM_STATUS,DATS
FIRST_TC_DATE,DATS
PRTE_PSTRT,DATS
AS4DATE_EX_NEW,DATS
IMPDAT2,DATS
DVI01,DATS
MOGED,DATS
OEVALIDFROM,DATS
APPL_RETENTION_START_DATE,DATS
PEDVV,DATS
DATE_FROM_MD,DATS
OIG_PSTDTF,DATS
EAZBEG3,DATS
RECNNOTPER,DATS
GMVDT_B5,DATS
DTPDATEEND,DATS
F16_SHIPPING_DATE,DATS
DEVALPOST,DATS
CDATUM,DATS
DATE_CATT,DATS
DATE50,DATS
REFERENCE_AGREEMENT_DATE,DATS
TRANSDAT,DATS
DGULTAB_03,DATS
TRIG_TEXT1_0109,DATS
N7N_DOC_DATE,DATS
SD_SETL_DATE,DATS
CULDP,DATS
ANNIV,DATS
DVKBI_SH,DATS
PARTW_BWHT,DATS
TRANSACTION_DATE_FROM,DATS
OBJECT_MDATE,DATS
USRDATE2,DATS
SDABBZ,DATS
DLAUS_KNKA,DATS
REQUESTED_DATE,DATS
DATVR,DATS
PPPSL,DATS
APPRAISAL_ADATE,DATS
DATE_EVENT_UNEMPL,DATS
DUPLDATETO,DATS
FVDT6_BT,DATS
SPLANDUR,DATS
ANWDAT_L,DATS
FIRE_DATE,DATS
RELDT,DATS
DATET,DATS
LDVZL,DATS
DMELDB_01,DATS
ERDAT_E,DATS
WORK_START,DATS
FORDEXDT,DATS
H_DATE,DATS
D5_LIC2_VALTO,DATS
PCS_UP_DATE,DATS
NLEDATUM,DATS
UVN17,DATS
RPTDTOCB,DATS
AFWOV_DAT,DATS
EPKDA,DATS
SBAD2,DATS
NTRECEIPTFROMPAR,DATS
ISSDT3,DATS
EARLIEST_EV_DATE,DATS
A_DATUB,DATS
ORUSER5,DATS
CL_END_DATE,DATS
DEACT_DATE,DATS
LAST_LOGIN_DATE,DATS
O_BLDAT,DATS
ENTDT_ABR,DATS
ICRDT,DATS
PAVALTO,DATS
BPRDAT_NEW,DATS
AUGBD,DATS
SCDO3,DATS
DATBI_M03,DATS
FROM_CREATED_DATE,DATS
PROD_END_DATE,DATS
INVT_DT,DATS
APEND,DATS
WKURS_DAT_H,DATS
ASSMNT_NTCDT,DATS
LEWED_I,DATS
ABSENCE_TO_05,DATS
CRE_DATEHD,DATS
DRUECK,DATS
GW_PAYMENT_YES_DATE,DATS
P2172,DATS
DAMTDATE_05,DATS
VPABD,DATS
MBEG,DATS
BWEND,DATS
DTF17,DATS
PIS_DATE,DATS
POSTING_DATE,DATS
GSTTR,DATS
ATTRIBUTE_DI02,DATS
HD_CHANGED_ON,DATS
PERIODFRM,DATS
LIFETIME_TO,DATS
APPLN_DATE,DATS
MB5OA_NDTRL,DATS
QHIRE,DATS
FVDT1,DATS
AEDATP,DATS
CDVALIDFROM,DATS
ZMDATE,DATS
HOLDD,DATS
BL2EN,DATS
ENTRY_DT,DATS
TAX_DET_DATE,DATS
HROMBEGDAT,DATS
ACCOUNTPRODUCTIVEDATE,DATS
SD_POUPG,DATS
MPL_BEGDA,DATS
ENDDA_A,DATS
BEGPE,DATS
GWLDT_O_TP,DATS
WEDAT_VON_INT,DATS
LASTRSZDAT,DATS
REFDT_RMK,DATS
OLD_ORDER_DATE,DATS
DANPAB_I4,DATS
FU_EDATE,DATS
P0003_DAT00,DATS
V0504,DATS
CARR1DATEADO,DATS
SEPA_MIN_DATE,DATS
ORDER_ENDDATE,DATS
DEALEND,DATS
ABSDA,DATS
DEEND,DATS
DGULTAB_01OB1,DATS
ABBDT,DATS
ID2ISSUEDATE,DATS
REAL_VALID_TO,DATS
GWLEN_I_EQ,DATS
O_DATE_U,DATS
PROG_FINISH_D,DATS
LOWER_BOUNDARY_VALIDITY_DATE,DATS
DATAE,DATS
TDAT_FW,DATS
VALTOVA,DATS
EXECUTE_DATE,DATS
DATE_FILTER,DATS
EXPIRY_TIM,DATS
LIVE_DATE,DATS
DBVALTOD,DATS
KUDAT,DATS
DLZFV,DATS
YVMEND,DATS
UPABS4_ENDDA,DATS
SGT_MMSTD,DATS
RSDATB,DATS
DT_REF,DATS
ENDZR2,DATS
GEN_END_DATE,DATS
PROCEX_DATE,DATS
FINPOSVALIDFROM,DATS
ENDDAOBJ,DATS
INI_DATE,DATS
PRICING_DATE,DATS
LPERTO,DATS
DATE_SCHED,DATS
TRANS_DT,DATS
WKURS_DAT,DATS
DAALG,DATS
UECPU,DATS
UPPER_BOUNDARY_ISSUE_DATE,DATS
FUSION_FROM,DATS
FI_PDATE,DATS
CHANGEDATET,DATS
ENDDARG,DATS
ACTUALMRDATE,DATS
INFL_DT_FR,DATS
BEGZR1,DATS
CHAGEDON,DATS
BST_KDATB,DATS
PRANF,DATS
BEGCE,DATS
ANDDA,DATS
DPCFFROM,DATS
ENTER_DATE,DATS
D_PAG,DATS
PDBEG,DATS
BASEDATECN,DATS
D1_LIC3_VALFROM,DATS
REFBLINE,DATS
DANFIBU,DATS
EXP_PAYM_VALUT,DATS
LAST_MODIF_DATE,DATS
RUDAT,DATS
GODAT,DATS
PJSDATE,DATS
AOUDF2,DATS
INTERVALTO,DATS
POSTINGDATE_X,DATS
UPPER_BOUNDARY_SETTLEMENT_DATE,DATS
PROPOSAL_DATE,DATS
LAST_LOGON_DATE,DATS
FI_POSTING_DATE_TPM10,DATS
SU_PFROM,DATS
PREVIOUSRNENDMAX,DATS
STARTINTERRUPT,DATS
STRMP,DATS
DEPSDT,DATS
SET_FIRM_DATE,DATS
MASTERDAT,DATS
DIS_DATE,DATS
DERDATE,DATS
VALIDFROM_CL,DATS
TPC_DATE,DATS
STODK,DATS
CDT07,DATS
DRSTORDAT,DATS
SHIP_PERIOD,DATS
STATUS02_DAT,DATS
TRANCHE_BEGIN_DATE,DATS
TC_DATE_UTC,DATS
FEND1,DATS
M_DATE,DATS
ORDDT,DATS
DATAB_WLKN,DATS
FORECAST_LAT_FINISH,DATS
DATBIZF,DATS
DATUM_VON,DATS
ADJMANNOUNCETO,DATS
ST3,DATS
ESARDAT,DATS
BBEGD,DATS
R_DATUM,DATS
RVEFFTODATE,DATS
IN_INCR_PEN,DATS
SAFBG12,DATS
ABLEINHDAT,DATS
DODAT,DATS
DTEXP,DATS
SALES_PRICE_VALID_FR,DATS
PARENT_DATE,DATS
ELBEG,DATS
DEDTO,DATS
CONDVALIDTO_CN08,DATS
CQDDP,DATS
OWNERVALIDFROM,DATS
PROTOCOLDATE,DATS
RODWTVERM,DATS
OUND3,DATS
TIME3,DATS
PROC_DT,DATS
DATEX,DATS
BEGDA_PERIOD,DATS
SEL_TO,DATS
DATECHA,DATS
EABEG,DATS
ZINBG11,DATS
MYDATE,DATS
RDMCD,DATS
CHNGDAT_PA,DATS
EXPORT_ALLOWED,DATS
MAT_STAG_DATE,DATS
AGRDATELTRMBTR,DATS
PLANYR_BEG,DATS
PENDD,DATS
CHGDAT,DATS
BOUDE1,DATS
ENDDATE10,DATS
OCBEG,DATS
ANGDTEK,DATS
ZPRSDAT_1,DATS
CTSDT,DATS
DTBRB,DATS
VALID_TO_T,DATS
CPU_DATE,DATS
BET07,DATS
REODMAX,DATS
FSH_VALIDITY_TO,DATS
LIABIL_RISK_FROM,DATS
TCTHDATE,DATS
VALFRMAIN,DATS
SCPTO,DATS
/1FB/CERECDATE,DATS
ANN10,DATS
BISDATUM,DATS
MH_DATE_INFORM,DATS
HANDING_OVER_DATE,DATS
ENDDA_GEN,DATS
CRT_DATUM,DATS
ORIG_DATE,DATS
DFKT,DATS
DATA,DATS
POST_DATETO,DATS
STAAG,DATS
EKZBI,DATS
AP05,DATS
TWM,DATS
P_DAT2B,DATS
ENDDA_KEY,DATS
VB_MBDAT,DATS
ASPP_PRTWD,DATS
ERFDATESUC,DATS
DATUMSU,DATS
LOP1B,DATS
DASC1,DATS
AVBFABVL,DATS
D1_LIC1_VALFROM,DATS
NWIND,DATS
IPAYDT,DATS
PAYMT_TRANS_INIT_VAL_DATE,DATS
EWEND,DATS
PVDAT07,DATS
BEGNN,DATS
MOV_MANU_DAT,DATS
SU22_DATE,DATS
DTNATUR,DATS
ODT04,DATS
DVALUT_R,DATS
WI_ASD,DATS
LAUFD_F,DATS
STOENTAM,DATS
ABSENCE_BEGDA,DATS
PST_DAT,DATS
DATE3,DATS
PP_ORDT_TO,DATS
DBASALT,DATS
ACT_LST_CONF_PCC,DATS
AVAILABLE_DATE,DATS
PVFIN,DATS
IDOC_PRICE_DAT,DATS
STICHTAG,DATS
SUFPE,DATS
SEN11,DATS
OBJEND,DATS
DATEASQ,DATS
EVEND,DATS
WI_ED,DATS
EDATMT,DATS
N71_4B_2_WROFF_DOC_DATE,DATS
IT1_BEGDA,DATS
RVARDAT,DATS
ED_PS,DATS
SHPPCRN,DATS
CAPIT_DATE,DATS
ADV_DATE_TO,DATS
DATBI_V04,DATS
LIMDT,DATS
SOLL_DATUM,DATS
LKDAT,DATS
HB_EXPDATES,DATS
REFPAYDATE,DATS
ABSENCE_FROM_05,DATS
SRP_NPLDAT,DATS
MASTERDATE,DATS
READINESS,DATS
CREATEDDAT,DATS
LA_ABRDT,DATS
OCC_VALID_TO,DATS
SRKENDDA,DATS
WT_SC_NEW_ISSUDT,DATS
TDATEINTO,DATS
DISRNAHDAT,DATS
CHG_EFF_DATE,DATS
DCONV,DATS
BEGDA_DPFL,DATS
LFDATABRT,DATS
BEZFERTIG,DATS
AGRMNTDATE_LS,DATS
UNB20,DATS
LV_CON_VON,DATS
VALID_F_D,DATS
TMPDTTMN,DATS
PLAN_LOW,DATS
AL_DATFM,DATS
DAMTDATE_01,DATS
PROD_DATE_LOW,DATS
VALIDITY_START,DATS
VDATE,DATS
DZTERM_OUT,DATS
DBRATE,DATS
RECNBEGCN,DATS
VALTO_TARGET,DATS
PAEDAT,DATS
OVRFROM,DATS
REPRINTDATE,DATS
RESUBMISS_DATE,DATS
RQDATE,DATS
DOPEN_LOAN,DATS
DATD1,DATS
LINK_VALID_TO_DATE,DATS
LOTRSDATE,DATS
DDRKU,DATS
SEN15,DATS
DATE_QUARTER,DATS
LV_OBEG,DATS
EXTERNAL_END_DATE,DATS
UBS,DATS
FD_DATUM,DATS
DEMOI_PY,DATS
REQUESTEDDELIVERYDATE2,DATS
INCLUSION_DATE,DATS
ERGBDT,DATS
VALDATEBP,DATS
F_DATE_FROM,DATS
ERRORDATE,DATS
N12_DOC_DATE,DATS
ERDAT_C,DATS
SPLDT,DATS
VALUEVALIDFROM,DATS
DATUM_VAG,DATS
BUDAT_VALUE,DATS
J_3GEINEND,DATS
AVEIB,DATS
TRANSPOSSTO,DATS
1024_ENDDA,DATS
KONDDATUM,DATS
DATE_WORKLIST,DATS
DUPDATS,DATS
VVDATUMBIS,DATS
RSDAT,DATS
LAST_SAVED,DATS
AGDAT_PO,DATS
BGDOP,DATS
CASHB_IDAT,DATS
MSG_DATE,DATS
USERDATE,DATS
MATDOCDATE,DATS
ENDDA_66_67_1,DATS
MAHNDAT,DATS
ALLOCATIONDATE,DATS
OLD_ENDAT,DATS
LASTPAID,DATS
DATE_VALUE_TO,DATS
DLKDATE,DATS
VAEDATUM,DATS
FIXED_DAY,DATS
DGULTAB_08OB2,DATS
DANAI,DATS
J_1IPANVALDT,DATS
FOR_OBJVALIDFROM,DATS
REL_DATE_CREDIT_MAN_LOW,DATS
FEHLBEG,DATS
DGUEL_AS,DATS
LSTDT,DATS
DATETO_I,DATS
WALKDATE,DATS
AERFDATE,DATS
VOID_DATE,DATS
STS_EFF_DT,DATS
ORG_VENDDA,DATS
AVERAGING_ENDATE,DATS
EARLIEST_MESSAGE_EXPECTED_DATE,DATS
CLEARING_VAL_DATE,DATS
BIS_S,DATS
UTD26,DATS
TERMD,DATS
FCST_FIN_DATE,DATS
OBJVALIDFROMCN,DATS
VD_REG_DAT_2,DATS
PAYDATECHANGE,DATS
UPDPASS,DATS
HR_DATE,DATS
FDDLL,DATS
GSDAT,DATS
STRMLFNDATE,DATS
CHECKEND,DATS
ACCEPTEDDATE,DATS
HERDAT,DATS
J_3GUMBDAT,DATS
ISDD,DATS
RCBON,DATS
YVLAEDA2,DATS
LIMITEND,DATS
RESCRDAT,DATS
SODAT,DATS
HALTEDRVON,DATS
DELIVERED_DATE,DATS
ANAL_START,DATS
SBEWSTAG,DATS
RES_CHG_AT,DATS
DT001,DATS
ENT03,DATS
SUM_BEGDA,DATS
ATL_DELV_CHANGE_DATE,DATS
DATE34,DATS
INTDATE,DATS
COMDT,DATS
CNVALIDFROM,DATS
UPDATED_DATE,DATS
SELDATEFROM,DATS
CDT05,DATS
DOPBIS,DATS
PPMHK,DATS
RODRESBIS,DATS
INFKDT,DATS
CSTG_DATE_PS,DATS
ABR_SDATE,DATS
RESTFROM,DATS
APF06,DATS
DZSGLT_MIN,DATS
MOD_DATE_FROM,DATS
LOADAT,DATS
DBDIS,DATS
XDATE,DATS
LDBTO_TO,DATS
SAFBG3,DATS
ISMVEINDAT,DATS
DATE49,DATS
KOND_DATBI,DATS
KNKK_DBMON,DATS
RECORD_CREATE_DATE,DATS
TO_DAT,DATS
FILE_REQUESTED,DATS
PSOSTO,DATS
IE_START_DATE,DATS
EAZEND3,DATS
ISHMUNFBDT,DATS
DB_DATE_FROM,DATS
ABSCHLUSS3_ARB,DATS
ED_UPLOAD,DATS
WI_DEADLINE_DATE,DATS
MRDATEFORBILLING,DATS
CN_POSTDAT,DATS
CLS_START,DATS
CHECK_KEY_DATE,DATS
EVA_DATE,DATS
GEBDA,DATS
HIRDA,DATS
A_BUDAT,DATS
INH_BEGDA_PERSA,DATS
POIBD,DATS
ROCFARCHIVEDTO,DATS
IDEXPIRYDATE,DATS
DAT_AANV,DATS
MGRBASEDATE,DATS
SKB1_ERDAT,DATS
LOCKED_DATE,DATS
UTD12,DATS
BABRP,DATS
CONTSIGDAT,DATS
KDTWZ,DATS
SRV_PROT_UDAT,DATS
QVEDATUM,DATS
VALIDFROM_OWNER,DATS
DATAB4,DATS
BASIC_FINISH_DATE,DATS
CPEND,DATS
DSORT,DATS
DHPZSAKT,DATS
T3_LIC1_VALTO,DATS
LOG_LIFE,DATS
ASIED,DATS
DAT1,DATS
COIXSDAT,DATS
CRDA,DATS
ACTIVATED_AT_DATE,DATS
EMPLOYEDFROM,DATS
PO_DAT_S,DATS
ACTUALVALIDTO,DATS
DMELD05B,DATS
VKBIS,DATS
COST_DATE,DATS
SWITCH_PER_END,DATS
VAT_PERF_DATE,DATS
BEGDA_CMP,DATS
SCHED_ABRDATS,DATS
AHEB0,DATS
BEGEFFPERD,DATS
REPLICATED_ON,DATS
ARRIVAL_DATE,DATS
ROUTE_BIS,DATS
SBG06,DATS
AEFIN,DATS
OLD_VALUE,DATS
BUDAT_VAT,DATS
DAUSZ,DATS
N23_DOC_DATE,DATS
ACT_START_D,DATS
EAZEND,DATS
PROMOTION_FROM,DATS
DATABC,DATS
SHD_ELY_FIN_DT,DATS
CLASS_BEGDATE,DATS
RDBEG_MC,DATS
ID1ISSUEDATE,DATS
ABS_BEGDA_10,DATS
ZINSBINEND,DATS
KIFBEND1,DATS
SRV_REVDATE,DATS
DSAB_AVUWFWZBEG,DATS
J_1APROVXP,DATS
ENDAT,DATS
TBI10,DATS
MASTER_OBJECT_BIS,DATS
BUDAT_ORIG,DATS
APAMVALTO,DATS
VDEND,DATS
TDATU,DATS
DATEBPV,DATS
WDRD_REDO_DRD_DATE,DATS
APD07,DATS
ENDDATE_INV,DATS
DATE2,DATS
AUD_EXAM_DATE,DATS
ASSTO_BEGDA,DATS
D_DESEMB,DATS
PASSPORTEDATE,DATS
ABSENCE_TO_A03,DATS
ASDEB,DATS
DZINS_BIS,DATS
A29,DATS
EPSCREDAT,DATS
BVBEG,DATS
DTINC,DATS
PAYSE,DATS
PY_ENDDA,DATS
PFROMCN,DATS
SGT_MMSTDC,DATS
SPOT_POSITION_DATE,DATS
DATE_OF_CAPITAL,DATS
ENDDA_PADP2,DATS
PR_DZTERM,DATS
DRIFL,DATS
BUDBI,DATS
BON_PAYDT,DATS
INC_DATE,DATS
EINFUEGDAT,DATS
AENDA,DATS
MONI_DATE,DATS
MEMDA,DATS
PREVCALLD,DATS
LIIDT,DATS
E2E_DATE,DATS
UEBGDAT,DATS
UPPER_BOUNDARY_ITEM_POSTING_DA,DATS
V0515,DATS
DMELD12V,DATS
OBJ_PART_TO,DATS
BEGDA0012,DATS
DATE_OF_FIRST_RUN,DATS
WT_ISSDT,DATS
NHIVALIDDATE,DATS
DARF_BIS,DATS
OWNERSHIP_START_DATE,DATS
CHLNDT,DATS
RECISVALIDFROM,DATS
DMELD02B,DATS
DATE_DOC_F,DATS
DABLESEN,DATS
DPAYM_TO,DATS
CAP_VAR_END_DATE,DATS
DATEFDP,DATS
T103_ENDDA,DATS
LOCEND,DATS
J_1IBUDAT,DATS
BUDEND,DATS
CONT_START_DATE,DATS
KORR_ENDDA,DATS
AWS_BEGDA,DATS
ED_ALL,DATS
ADSYSTARTDATE,DATS
ISPJKPAVRG,DATS
MSRBGNDATEB,DATS
CREBEGDT,DATS
POST_DATE_O,DATS
RFCDATE,DATS
EINGDT,DATS
VSTRDAT,DATS
ALLOC_PROD_END_DATE,DATS
MINFROM,DATS
VBDTB_1,DATS
ANSPUVAB,DATS
DIR_DEB_ST,DATS
ROLDT,DATS
WAGE_RESUME_5_4,DATS
BBEDAT,DATS
ABRDATSU,DATS
SCHED_DATE,DATS
ENT05,DATS
PENSION_DATE,DATS
PVDAT01,DATS
PSTART_DATE,DATS
OFGTS,DATS
GDIADAT,DATS
ISSUEDAT,DATS
ACC_BEGDA,DATS
VENDE,DATS
VDT15,DATS
ARBER,DATS
OUTND,DATS
ENDDA_CUT,DATS
PRIOR_NOTICE_DATE,DATS
MEASUREMENT_VALID_FROM,DATS
TRKDT,DATS
NOTICEDATE_LS,DATS
ISMFRSTPUBLDATE,DATS
MFGORDERPLANNEDRELEASEDATE,DATS
ADSDATE,DATS
BISDATUM_PLAN,DATS
DDATTO,DATS
MD_KEYDATE,DATS
EQUATION_EFF_FROM,DATS
LAUFD_DD_PRENOTI,DATS
CHNGDATE,DATS
J_1AIDATEP_I,DATS
FRTAG14,DATS
D_SCHNITT,DATS
DBEWDAT,DATS
N6EKITDAT,DATS
PJEDATE,DATS
AUSZB,DATS
HWFDAT_RL,DATS
LASTCHANGEDATE,DATS
N1DATE,DATS
CMNUP,DATS
DFREEFROM,DATS
BLDAT_TO,DATS
LAST_DATE_TRACE,DATS
OELDT,DATS
KDATEEK,DATS
PROT_ENDDA,DATS
REFBLDAT,DATS
PROF_DATETO,DATS
CREDA,DATS
PSTERMDAT,DATS
CUR_BEGDA,DATS
DATA2,DATS
INACTIVE_DATE,DATS
RESPDATE,DATS
CHNGDATV,DATS
DECLPERIOD,DATS
REF_EFF_FROM_DT,DATS
LAST_FORECAST_EAR_START,DATS
COSTING_DATE,DATS
START_DATE_GI_PO,DATS
CRBDR,DATS
READENDDATE,DATS
DATE_FROM_NEW,DATS
ABSENCE_TO_A,DATS
KIFBBEG2,DATS
DATE_CREA,DATS
VALIDFROMPR,DATS
TDAT0,DATS
BLDAT_CORR,DATS
BAEND,DATS
ROTATION_DATE,DATS
ADAT2,DATS
DGULTAB_01OB2,DATS
DGPLAB,DATS
TRANSPORTATIONPLANNINGDATE,DATS
LP_BUDAT,DATS
CONTDATE,DATS
AVENUR,DATS
PERTRP,DATS
FOBEG,DATS
PPMES,DATS
NTRECDATE_3,DATS
ABSDAT,DATS
DPEREND,DATS
DTE_FIAC,DATS
AEC_VALID_TO,DATS
DATE_PROCESSED,DATS
AEDTE,DATS
RETRVDATE,DATS
LOTPOS_INIT_DATE,DATS
BUDG_TYPE_DATEAIR,DATS
ISPEZBIS_2,DATS
KNB1_ZINDT,DATS
DAT3,DATS
CNG_DATE,DATS
CCMSBIRTHDATE,DATS
OP4BWIDT,DATS
KEY_DATE_T,DATS
CORR_COLL_DATE,DATS
TEXTDATE,DATS
IRESTART,DATS
BGNDATFROM,DATS
LASTUPDATED,DATS
DATE25,DATS
LBTAG,DATS
DJBEST,DATS
UTD69,DATS
ODT08,DATS
INBETRHZ,DATS
UENDE,DATS
DATEEOW,DATS
DISCHARGE_DATE,DATS
AS4DATE_LAST,DATS
SWITCH_PERIOD_START,DATS
P2117,DATS
AWEND,DATS
DURK,DATS
ECD_DATE,DATS
SD_ORDT_TO,DATS
AFABG05,DATS
TDDATEKT,DATS
RUEKDAT,DATS
RCEND,DATS
TESTING_VAL_DATE,DATS
DGUELB09,DATS
ST_EDATE,DATS
RESP_BEGIN_DATE,DATS
TRC_FIRST_DAY_FP,DATS
NOTICE_REVERSAL_DATE,DATS
X00PATGEB,DATS
DATUM_TO,DATS
REINDATA,DATS
DBBT_LETZTAT,DATS
GRTO,DATS
RLCAT_EVALDATE,DATS
N3BG_NBH5,DATS
RDATFR,DATS
ZWERT,DATS
DATE_FROM_BASE,DATS
APD06,DATS
LNDREG_DT_RE,DATS
UVN19,DATS
MRPELEMENTSTARTDATE,DATS
ARRDT,DATS
ABRSLKDAT,DATS
LTAG0,DATS
FREIUPDDAT,DATS
EN213,DATS
ANSDA,DATS
FILE_DATE,DATS
DKUENDDN_HB,DATS
RUN_END_DT,DATS
VBEGD,DATS
MUDATE,DATS
DEMBA,DATS
N3DV2AFV06,DATS
RIP5_BEGDA,DATS
BELJSOBD,DATS
GUARANTEE_CREDIT_CARD_DATE,DATS
VDT25,DATS
PF_STATE_DATE,DATS
FZPLD3,DATS
END52,DATS
